,ra,st_raerr,st_rah,st_raherr,ra_str,dec,st_decerr,dec_str,st_glon,st_glonerr,st_glat,st_glaterr,st_elon,st_elonerr,st_elat,st_elaterr,st_posn,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmn,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvn,st_uj,st_ujerr,st_ujlim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_optmag,st_optmagerr,st_optmaglim,st_optband,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn,st_spstr,st_ssperr,st_splim,st_spn,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggn,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfen,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_dens,st_denserr1,st_denserr2,st_denslim,st_densn,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agen,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsinin,st_acts,st_actserr,st_actslim,st_actsn,st_actr,st_actrerr,st_actrlim,st_actrn,st_actlx,st_actlxerr,st_actlxlim,st_actlxn,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,hd_name,hip_name,swasp_id,pl_name,pl_hostname,pl_letter,pl_pnum,pl_snum,pl_mnum,pl_status,pl_discmethod,pl_disc,pl_disc_refname,pl_publ_date,pl_facility,pl_telescope,pl_instrument,pl_locale,pl_def_refname,pl_rvflag,pl_imgflag,pl_astflag,pl_tranflag,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,pl_cbflag,pl_omflag,pl_pelink,pl_edelink,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtpern,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblpern,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampn,pl_conrat,pl_conraterr1,pl_conraterr2,pl_conratlim,pl_conratband,pl_conratn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinin,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massn,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insoln,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepn,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurn,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidn,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparn,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepn,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorn,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorn,pl_mrtranmid,pl_mrtranmiderr1,pl_mrtranmiderr2,pl_mrtranmidlim,pl_mrtmrefid,pl_mrtmreflink,pl_mrtsystemref,pl_st_npar,pl_st_nref,rowupdate,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_angsep,pl_angseperr1,pl_angseperr2,pl_controvflag
0,63.273433999999995,0.0,4.21822891,0.0,04h13m05.62s,15.247763,0.0,+15d14m51.9s,178.255363,0.0,-25.292945,0.0,64.141307,0.0,-5.8244739999999995,0.0,1,22.22,0.08,-0.08,0.0,1,45.01,0.17,-0.17,0.0,1,122.1,0.2,0.0,-18.3,0.1,0.0,123.5,0.2,0.0,1,38.64,0.15,-0.15,0.0,1,,,,17.76,0.289,0.0,15.880999999999998,0.03,0.0,,,,,,,11.302999999999999,0.021,0,10.732000000000001,0.02,0,10.444,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.880999999999998,0.03,0,V (Johnson),16,,,,1.879,0.14400000000000002,0.0,,,,,,,0.5710000000000001,0.028999999999999998,0,0.28800000000000003,0.027999999999999997,0,0.8590000000000001,0.027999999999999997,0,,,,,,,,,,4,M4.5,,0.0,1,3180.0,60.0,-60.0,0,2,,,,,0,0.15,0.03,-0.03,0.0,1,[Fe/H],-2.076,0.067,-0.079,0.0,1,0.29,0.02,-0.02,0,1,0.29,0.02,-0.02,0,1,15.9,2.4,-2.1,0.0,1,,,,,0,7.8,0.5,-0.5,0.0,1,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-25 b,K2-25,b,1,1,0,3,Transit,2015,Mann et al. 2016,,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Mann et al. 2016,1,0,0.0,1,0,0,1,0,0,0,,,3.484552,3.1e-05,-3.7e-05,0,1,,,,0.0,0,88.3,1.2,-0.7,0.0,1,,,,0.0,0,0.27,0.16,-0.21,0.0,1,62.0,44.0,-39.0,0.0,1,,,,0.0,0,,,,,,,,,,0.0,,,,0.0,0,,,,0.0,,,,0.0,0,,,,0.0,,,,0.0,0,,0.306,0.085,-0.027999999999999997,0.0,3.43,0.95,-0.31,0.0,0.031,0.009000000000000001,-0.003,0.0,1,,,,0.0,0,,,,0.0,0,,,,0.0,0,,,,0.0,0,0.0329167,0.00375,-0.0070833,0.0,1,2457062.57935,0.00049,-0.00023999999999999998,0,1,BJD,0.6,0.29,-0.42,0.0,1,,,,0.0,0,,,,0.0,0,0.1065,0.0286,-0.0065,0.0,1,,,,,,,,16,7,2017-09-28,22.22,0.08,-0.08,0.0,45.01,0.17,-0.17,0.0,122.1,0.2,0.0,-18.3,0.1,0.0,123.5,0.2,0.0,14.382,,0.0,,,,0
1,62.670646999999995,0.0,4.17804311,0.0,04h10m40.96s,24.402042,0.0,+24d24m07.4s,170.513611,0.0,-19.54991,0.0,65.24248,0.0,3.281129,0.0,1,5.57,0.04,-0.04,0.0,1,179.39,1.31,-1.31,0.0,1,16.5,0.1,0.0,-22.0,0.1,0.0,27.5,0.1,0.0,1,32.88,0.0,-0.0,0.0,3,,,,13.597000000000001,0.062,0.0,12.526,0.044000000000000004,0.0,,,,,,,10.622,0.035,0,10.168,0.040999999999999995,0,10.062000000000001,0.034,0,10.095,0.037000000000000005,0.0,10.142000000000001,0.037000000000000005,0.0,9.991,0.08199999999999999,0.0,7.5489999999999995,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.526,0.044000000000000004,0,V (Johnson),16,,,,1.071,0.076,0.0,,,,,,,0.45399999999999996,0.054000000000000006,0,0.106,0.053,0,0.56,0.049,0,,,,,,,,,,5,G7 V,,0.0,2,5358.0,38.0,-38.0,0,5,4.54,0.01,-0.01,0.0,4,0.16,0.03,-0.03,0.0,3,[Fe/H],,,,,2,0.86,0.01,-0.01,0,5,0.94,0.02,-0.02,0,4,,,,,1,2.6,1.2,-1.2,,2,3.7,0.5,-0.5,0.0,2,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,1SWASP J041040.95+242407.3,K2-29 b,K2-29,b,1,2,0,3,Transit,2016,Santerne et al. 2016,,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Santerne et al. 2016,0,0,0.0,1,0,0,1,0,0,0,http://exoplanet.eu/catalog/k2-29_b/,,3.2588321,1.9e-06,-1.9e-06,0,4,0.04217,0.00023999999999999998,-0.00023999999999999998,0.0,3,86.656,0.11,-0.08,0.0,3,,,,,1,0.066,0.022,-0.022,0.0,2,132.0,21.0,-21.0,0.0,2,103.5,5.4,-5.4,0.0,2,,,,,,,,,,,,,,,0,0.73,0.04,-0.04,0.0,232.0159,12.7132,-12.7132,0.0,2,0.73,0.04,-0.04,0.0,232.0159,12.7132,-12.7132,0.0,2,Mass,1.19,0.02,-0.02,0.0,13.339,0.22399999999999998,-0.22399999999999998,0.0,0.122,0.002,-0.002,0.0,4,0.53,0.04,-0.04,0.0,2,1171.0,10.0,-10.0,0.0,2,,,,,1,,,,,1,0.0925,0.0004167,-0.0004167,0.0,3,2453219.0095,0.0022,-0.0022,0,4,BJD,0.58,0.02,-0.02,0.0,2,,,,,0,10.51,0.15,-0.15,0.0,3,0.14188,0.00062,-0.00062,0.0,4,,,,,,,,71,13,2016-03-24,5.57,0.04,-0.04,0.0,179.39,1.31,-1.31,0.0,16.5,0.1,0.0,-22.0,0.1,0.0,27.5,0.1,0.0,12.200999999999999,,0.0,0.235,0.0022,-0.0022,0
2,353.955353,5e-06,23.59702352,3.5e-07,23h35m49.28s,0.44551599999999997,4e-06,+00d26m43.9s,86.461145,1.2e-05,-56.972882999999996,6e-06,354.627489,6e-06,2.809767,5e-06,3,15.98,0.05,-0.05,0.0,3,62.56,0.18,-0.18,0.0,3,-232.9,0.1,0.0,-187.6,0.0,0.0,299.0,0.1,0.0,3,-3.06,0.12,-0.12,0.0,2,,,,11.08,0.01,0.0,10.19,0.009000000000000001,0.0,9.71,0.03,0.0,9.25,0.03,0.0,8.604,0.021,0,8.14,0.033,0,8.029,0.021,0,7.996,0.024,0.0,8.078,0.02,0.0,8.019,0.021,0.0,7.877999999999999,0.19899999999999998,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,0.009000000000000001,0,V (Johnson),18,,,,0.89,0.013999999999999999,0.0,,,,,,,0.46399999999999997,0.039,0,0.111,0.039,0,0.575,0.03,0,,,,,,,,,,6,K1,,0.0,1,5089.0,50.0,-50.0,0,3,4.59,0.03,-0.03,0.0,2,-0.16,,,0.0,2,[Fe/H],,,,0.0,1,0.72,0.02,-0.02,0,3,0.81,0.11,-0.11,0,2,3.0,0.34,-0.34,0.0,2,,,,0.0,1,2.0,,,1.0,1,,,,0,,,,0,,,,0,1,0,1,0,0,3,0,,HIP 116454,,HIP 116454 b,HIP 116454,b,1,2,0,3,Transit,2014,Vanderburg et al. 2015,2015-02,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Stassun et al. 2017,1,0,0.0,1,0,0,1,0,0,0,http://exoplanet.eu/catalog/hip_116454_b/,,9.1205,0.0005,-0.0005,0,2,,,,0.0,1,88.43,0.4,-0.4,0.0,2,,,,0.0,0,0.2,0.07,-0.07,0.0,2,,,,0.0,1,4.4,0.5,-0.5,0.0,2,,,,,,,,,,0.0,,,,0.0,0,0.04,0.01,-0.01,0.0,12.7132,3.1783,-3.1783,0.0,2,0.04,0.01,-0.01,0.0,12.7132,3.1783,-3.1783,0.0,2,Mass,0.22,0.01,-0.01,0.0,2.4659999999999997,0.11199999999999999,-0.11199999999999999,0.0,0.023,0.001,-0.001,0.0,2,,,,0.0,1,,,,0.0,1,,,,0.0,0,0.097,0.011,-0.011,0.0,2,,,,0.0,0,,,,0,1,,,,,0.0,1,,,,0.0,0,23.62,0.88,-0.88,0.0,2,,,,0.0,1,,,,,,,,39,14,2018-04-26,15.98,0.05,-0.05,0.0,62.56,0.18,-0.18,0.0,-232.9,0.1,0.0,-187.6,0.0,0.0,299.0,0.1,0.0,9.932,,0.0,,,,0
3,172.334946,0.0,11.48899638,0.0,11h29m20.39s,-1.454787,0.0,-01d27m17.2s,264.986584,0.0,55.250153000000005,0.0,173.53677199999998,0.0,-4.377773,0.0,1,22.66,0.06,-0.06,0.0,1,44.13,0.11,-0.11,0.0,1,88.3,2.0,,-73.6,2.7,,115.0,2.3,,2,30.48,0.0,-0.0,0.0,3,,,,13.52,0.06,0.0,12.17,0.01,0.0,,,,,,,9.421,0.027000000000000003,0,8.805,0.044000000000000004,0,8.561,0.023,0,8.443,0.022000000000000002,0.0,8.424,0.019,0.0,8.322000000000001,0.021,0.0,8.251,0.298,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17,0.01,0,V (Johnson),21,,,,1.35,0.06,0.0,,,,,,,0.616,0.052000000000000005,0,0.244,0.05,0,0.86,0.035,0,,,,,,,,,,5,M0 V,,0.0,3,3896.0,189.0,-189.0,0,6,4.72,0.13,-0.13,0.0,4,-0.32,0.13,-0.13,0.0,4,[Fe/H],,,,,0,0.56,0.07,-0.07,0,7,0.6,0.09,-0.09,0,6,,,,,1,,,,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-3 b,K2-3,b,3,1,0,3,Transit,2015,Crossfield et al. 2015,2015-05,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Sinukoff et al. 2016,1,0,0.0,1,0,0,1,0,0,0,http://exoplanet.eu/catalog/k2-3__b/,http://exoplanets.org/detail/K2-3_b,10.05449,0.00026,-0.00026,0,7,0.0769,0.0039,-0.0039,0.0,5,88.8,0.84,-1.12,0.0,3,,,,,0,,,,,2,,,,,1,,,,,2,,,,,,,,,,,,,,,0,,,,,,,,,2,,,,,,,,,2,,0.19399999999999998,0.027000000000000003,-0.027000000000000003,0.0,2.18,0.3,-0.3,0.0,0.02,0.003,-0.003,0.0,7,,,,,2,463.0,39.0,-39.0,0.0,2,10.9,3.7,-3.7,0.0,3,,,,,0,0.11358330000000001,0.0105,-0.004625,0.0,4,2456813.4173,0.0011,-0.0011,0,7,BJD-TDB,0.54,0.23,-0.35,0.0,3,,,,,0,25.6,4.4,-6.67,0.0,4,0.035339999999999996,0.00286,-0.0015300000000000001,0.0,5,,,,,,,,88,13,2016-07-07,22.66,0.06,-0.06,0.0,44.13,0.11,-0.11,0.0,94.0,0.1,0.0,-78.1,0.1,0.0,122.3,0.1,0.0,11.478,,0.0,1.74,0.08800000000000001,-0.08800000000000001,0
4,172.334946,0.0,11.48899638,0.0,11h29m20.39s,-1.454787,0.0,-01d27m17.2s,264.986584,0.0,55.250153000000005,0.0,173.53677199999998,0.0,-4.377773,0.0,1,22.66,0.06,-0.06,0.0,1,44.13,0.11,-0.11,0.0,1,88.3,2.0,,-73.6,2.7,,115.0,2.3,,2,30.48,0.0,-0.0,0.0,3,,,,13.52,0.06,0.0,12.17,0.01,0.0,,,,,,,9.421,0.027000000000000003,0,8.805,0.044000000000000004,0,8.561,0.023,0,8.443,0.022000000000000002,0.0,8.424,0.019,0.0,8.322000000000001,0.021,0.0,8.251,0.298,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17,0.01,0,V (Johnson),21,,,,1.35,0.06,0.0,,,,,,,0.616,0.052000000000000005,0,0.244,0.05,0,0.86,0.035,0,,,,,,,,,,5,M0 V,,0.0,3,3896.0,189.0,-189.0,0,6,4.72,0.13,-0.13,0.0,4,-0.32,0.13,-0.13,0.0,4,[Fe/H],,,,,0,0.56,0.07,-0.07,0,7,0.6,0.09,-0.09,0,6,,,,,1,,,,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-3 c,K2-3,c,3,1,0,3,Transit,2015,Crossfield et al. 2015,2015-05,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Sinukoff et al. 2016,1,0,0.0,1,0,0,1,1,0,0,http://exoplanet.eu/catalog/k2-3_c/,http://exoplanets.org/detail/K2-3_c,24.64354,0.00117,-0.00117,0,7,0.1399,0.007,-0.007,0.0,5,89.12,0.62,-0.86,0.0,3,,,,,0,,,,,2,,,,,1,,,,,2,,,,,,,,,,,,,,,0,,,,,,,,,2,,,,,,,,,2,,0.165,0.024,-0.024,0.0,1.85,0.27,-0.27,0.0,0.017,0.002,-0.002,0.0,7,,,,,2,344.0,29.0,-29.0,0.0,2,3.3,1.1,-1.1,0.0,3,,,,,0,0.151375,0.0204583,-0.0079583,0.0,3,2456812.2812,0.0022,-0.0022,0,7,BJD-TDB,0.65,0.2,-0.4,0.0,3,,,,,0,42.2,12.0,-14.4,0.0,4,0.03007,0.0030399999999999997,-0.00203,0.0,5,,,,,,,,87,13,2016-07-07,22.66,0.06,-0.06,0.0,44.13,0.11,-0.11,0.0,94.0,0.1,0.0,-78.1,0.1,0.0,122.3,0.1,0.0,11.478,,0.0,3.17,0.159,-0.159,0
5,172.334946,0.0,11.48899638,0.0,11h29m20.39s,-1.454787,0.0,-01d27m17.2s,264.986584,0.0,55.250153000000005,0.0,173.53677199999998,0.0,-4.377773,0.0,1,22.66,0.06,-0.06,0.0,1,44.13,0.11,-0.11,0.0,1,88.3,2.0,,-73.6,2.7,,115.0,2.3,,2,30.48,0.0,-0.0,0.0,3,,,,13.52,0.06,0.0,12.17,0.01,0.0,,,,,,,9.421,0.027000000000000003,0,8.805,0.044000000000000004,0,8.561,0.023,0,8.443,0.022000000000000002,0.0,8.424,0.019,0.0,8.322000000000001,0.021,0.0,8.251,0.298,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17,0.01,0,V (Johnson),21,,,,1.35,0.06,0.0,,,,,,,0.616,0.052000000000000005,0,0.244,0.05,0,0.86,0.035,0,,,,,,,,,,5,M0 V,,0.0,3,3896.0,189.0,-189.0,0,6,4.72,0.13,-0.13,0.0,4,-0.32,0.13,-0.13,0.0,4,[Fe/H],,,,,0,0.56,0.07,-0.07,0,7,0.6,0.09,-0.09,0,6,,,,,1,,,,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-3 d,K2-3,d,3,1,0,3,Transit,2015,Crossfield et al. 2015,2015-05,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Sinukoff et al. 2016,1,0,0.0,1,0,0,1,3,0,0,http://exoplanet.eu/catalog/k2-3_d/,http://exoplanets.org/detail/K2-3_d,44.55983,0.0059,-0.0059,0,7,0.2076,0.0104,-0.0104,0.0,4,89.38,0.43,-0.64,0.0,3,,,,,0,,,,,2,,,,,1,,,,,2,,,,,,,,,,,,,,,0,,,,,,,,,2,,,,,,,,,2,,0.135,0.021,-0.021,0.0,1.51,0.23,-0.23,0.0,0.013999999999999999,0.002,-0.002,0.0,6,,,,,2,282.0,24.0,-24.0,0.0,2,1.5,0.5,-0.5,0.0,4,,,,,0,0.1802083,0.023,-0.0106667,0.0,5,2456826.2288,0.0034,-0.0034,0,7,BJD-TDB,0.67,0.2,-0.4,0.0,4,,,,,0,62.1,19.0,-23.0,0.0,4,0.02453,0.00267,-0.00182,0.0,6,,,,,,,,90,14,2016-07-07,22.66,0.06,-0.06,0.0,44.13,0.11,-0.11,0.0,94.0,0.1,0.0,-78.1,0.1,0.0,122.3,0.1,0.0,11.478,,0.0,4.7,0.23600000000000002,-0.23600000000000002,0
6,169.482819,0.0,11.29885457,0.0,11h17m55.88s,2.6190700000000002,0.0,+02d37m08.7s,256.532062,0.0,56.81606,0.0,169.306395,0.0,-1.753856,0.0,1,4.07,0.05,-0.05,0.0,1,245.53,2.81,-2.81,0.0,1,-26.1,2.7,,0.3,3.1,,26.1,2.7,,2,,,,,0,,,,17.042,0.09,0.0,15.597000000000001,0.05,0.0,,,,,,,12.725999999999999,0.024,0,12.088,0.03,0,11.924000000000001,0.026000000000000002,0,11.722999999999999,0.022000000000000002,0.0,11.703,0.022000000000000002,0.0,11.802,0.284,0.0,9.027999999999999,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.597000000000001,0.05,0,V (Johnson),19,,,,1.445,0.10300000000000001,0.0,,,,,,,0.638,0.038,0,0.16399999999999998,0.04,0,0.802,0.035,0,,,,,,,,,,4,M0 V,,0.0,1,3830.0,100.0,-100.0,0,4,4.65,0.12,-0.12,0.0,2,0.03,0.08,-0.08,0.0,1,[Fe/H],,,,,1,0.57,0.06,-0.06,0,4,0.6,0.07,-0.07,0,3,,,,,0,,,,,0,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-22 b,K2-22,b,1,2,0,3,Transit,2015,Sanchis-Ojeda et al. 2015,,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Sanchis-Ojeda et al. 2015,0,0,0.0,1,0,0,1,0,0,0,,,0.381078,1e-06,-1e-06,0,3,0.0088,0.0008,-0.0008,0.0,3,,,,,1,,,,,0,,,,,1,,,,,1,,,,,0,,,,,,,,,,,,,,,0,1.4,,,1.0,444.962,,,1.0,1,1.4,,,1.0,444.962,,,1.0,1,Mass,0.223,0.036000000000000004,-0.036000000000000004,1.0,2.5,0.4,-0.4,1.0,0.023,0.004,-0.004,1.0,3,,,,,0,2100.0,,,0.0,1,,,,,2,,,,,0,0.0333333,0.0020833,-0.0020833,0.0,2,2456811.1208,0.0006,-0.0006,0,3,BJD,0.65,0.08,-0.13,0.0,1,,,,,0,3.3,0.2,-0.2,0.0,2,,,,,2,,,,,,,,41,9,2015-10-15,4.07,0.05,-0.05,0.0,245.53,2.81,-2.81,0.0,-27.1,0.1,0.0,-4.7,0.1,0.0,27.5,0.1,0.0,14.954,,0.0,0.0358,0.00328,-0.00328,0
7,331.203047,1.9e-05,22.08020313,1.3e-06,22h04m48.73s,-12.018885000000001,1.7e-05,-12d01m08.0s,45.748107,3.5e-05,-48.186890000000005,2.5e-05,328.99561800000004,2.4e-05,-0.20851599999999998,2.2e-05,2,3.75,0.07,-0.07,0.0,1,266.69,4.83,-4.83,0.0,2,16.3,2.4,,-41.8,1.0,,44.9,1.3,,2,-27.06,0.0,,0.0,2,,,,12.720999999999998,0.040999999999999995,0.0,11.9,,0.0,,,,,,,10.613,0.022000000000000002,0,10.31,0.021,0,10.192,0.026000000000000002,0,10.165,0.023,0.0,10.236,0.019,0.0,10.172,0.081,0.0,8.745,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,0,V (Johnson),15,,,,0.735,0.042,0.0,,,,,,,0.303,0.03,0,0.11800000000000001,0.033,0,0.42100000000000004,0.034,0,,,,,,,,,,4,,,,0,5552.0,75.0,-75.0,0,10,4.34,0.01,-0.01,0.0,8,0.38,0.05,-0.05,0.0,7,[M/H],,,,0.0,1,1.14,0.01,-0.01,0,9,1.04,0.03,-0.03,0,8,0.999,0.014,-0.014,0.0,5,,,,0.0,1,1.8,0.24,-0.16,0.0,3,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,WASP-47 c,WASP-47,c,4,1,0,3,Radial Velocity,2015,Neveu-VanMalle et al. 2015,2016-02,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,Ground,Vanderburg et al. 2017,1,0,0.0,0,0,0,1,1,0,0,http://exoplanet.eu/catalog/wasp-47_c/,,588.5,2.4,-2.4,0,3,1.393,0.014,-0.014,0.0,3,,,,0.0,1,,,,0.0,0,0.296,0.017,-0.017,0.0,3,112.4,4.8,-4.8,0.0,3,,,,0.0,2,,,,,,,1.2528700000000002,0.02926,-0.02926,0.0,398.2,9.3,-9.3,0.0,3,,,,0.0,,,,0.0,1,1.2528700000000002,0.02926,-0.02926,0.0,398.2,9.3,-9.3,0.0,4,Msini,,,,0.0,,,,0.0,,,,0.0,0,,,,0.0,0,,,,0.0,1,,,,0.0,0,,,,0.0,0,,,,0.0,0,,,,0,0,,,,,0.0,0,,,,0.0,0,,,,0.0,2,,,,0.0,0,,,,,,,,71,17,2018-06-21,3.75,0.07,-0.07,0.0,266.69,4.83,-4.83,0.0,15.0,0.1,0.0,-41.3,0.1,0.0,44.0,0.1,0.0,11.789000000000001,,0.0,5.22,0.10800000000000001,-0.10800000000000001,0
