,kepid,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score
0,8247638,K00907.04,Kepler-251 e,296.56622000000004,0.0,19h46m15.89s,44.105862,0.0,+44d06m21.1s,15.783,,15.187000000000001,,14.982999999999999,,14.89,,13.96,0.031,13.595999999999998,0.028999999999999998,13.632,0.042,15.222999999999999,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,4,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),18.3,,0.82,198.7001,0.0074,-0.0074,0.0,,,,,,4.08,,,0.409,,,0.94,0.18,-0.18,5.2728,,,,,,907.0,,,99.6368,0.002,-0.002,0.0343,0.0018,-0.0018,63.0,21.0,-21.0,,,,406.0,,,5634.0,,,4.32,,,,,,1.09,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455031.7,0.0074,-0.0074,,,,,,,,,,,,,
1,8255887,K00908.01,Kepler-720 b,298.63565,0.0,19h54m32.56s,44.17094,0.0,+44d10m15.4s,15.787,,15.077,,14.824000000000002,,14.727,,13.785,0.028999999999999998,13.39,0.037000000000000005,13.243,0.028999999999999998,15.113,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),540.2,,1.35,171.44572,0.00016,-0.00016,0.0,,,,,,11.26,,,0.054000000000000006,,,0.02,0.56,-0.56,3.1677,,,,,,7998.0,,,4.708327,2.4e-06,-2.4e-06,0.0802,0.001,-0.001,12.3,1.8,-1.8,,,,1161.0,,,5391.0,,,4.2,,,,,,1.29,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455004.446,0.00016,-0.00016,,,,,,,,,,,,,
2,8256049,K00909.01,,298.67862,0.0,19h54m42.87s,44.175499,0.0,+44d10m31.8s,16.910999999999998,,15.633,,15.115,,14.824000000000002,,13.623,0.03,12.988,0.031,12.818,0.027999999999999997,15.654000000000002,,q1_q6_kepler_candidates,Done,,FALSE POSITIVE,FALSE POSITIVE,1,,,,,,,,,,,151.3,,,172.7616,,,,,,,,,,,,,,,,,,2.92,,,,,,6829.0,,,16.3719022,,,,,,,,,,,,,,,4070.0,,,4.7330000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.2,,1.0,,7.2,,,,,,,,APO Binary,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455005.762,,,,,,,,,,,,,,,
3,8414716,K00910.01,Kepler-721 b,284.43051,0.0,18h57m43.32s,44.48053,0.0,+44d28m49.9s,16.345,,15.555,,15.353,,15.232000000000001,,14.187000000000001,0.026000000000000002,13.739,0.03,13.627,0.048,15.651,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),62.6,,1.14,171.7242,0.0014,-0.0014,0.0,,,,,,2.88,,,0.057,,,0.79,0.37,-0.37,3.1037,,,,,,1186.0,,,5.392066000000001,2.3e-05,-2.3e-05,0.035,0.0018,-0.0018,9.0,2.3,-2.3,,,,804.0,,,5017.0,,,4.62,,,,,,0.75,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455004.724,0.0014,-0.0014,,,,,,,,,,,,,
4,8490993,K00911.01,Kepler-722 b,290.26328,0.0,19h21m03.19s,44.55645,0.0,+44d33m23.2s,15.852,,15.34,,15.205,,15.145,,14.261,0.022000000000000002,13.949000000000002,0.031,13.841,0.044000000000000004,15.399000000000001,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),30.5,,1.12,171.007,0.0022,-0.0022,0.0,,,,,,2.36,,,0.05,,,0.76,0.66,-0.66,2.3292,,,,,,578.0,,,4.093603,2.8999999999999997e-05,-2.8999999999999997e-05,0.0239,0.0028,-0.0028,9.3,3.5,-3.5,,,,1092.0,,,5820.0,,,4.52,,,,,,0.91,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455004.0069999998,0.0022,-0.0022,,,,,,,,,,,,,
5,8505670,K00912.01,Kepler-252 c,295.57935,0.0,19h42m19.04s,44.545959,0.0,+44d32m45.5s,16.15,,14.989,,14.59,,14.388,,13.24,0.025,12.65,0.022000000000000002,12.466,0.018000000000000002,15.058,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,2,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),84.9,,1.22,171.8036,0.001,-0.001,0.0,,,,,,1.97,,,0.077,,,0.29,0.86,-0.86,2.9606,,,,,,1640.0,,,10.848507000000001,3.1e-05,-3.1e-05,0.0364,0.0045,-0.0045,28.0,11.0,-11.0,,,,472.0,,,4214.0,,,4.76,,,,,,0.5,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455004.804,0.001,-0.001,,,,,,,,,,,,,
6,8505670,K00912.02,Kepler-252 b,295.57935,0.0,19h42m19.04s,44.545959,0.0,+44d32m45.5s,16.15,,14.989,,14.59,,14.388,,13.24,0.025,12.65,0.022000000000000002,12.466,0.018000000000000002,15.058,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,2,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),21.9,,1.12,137.4338,0.0031,-0.0031,0.0,,,,,,1.08,,,0.055999999999999994,,,0.7,0.65,-0.65,1.8745,,,,,,420.0,,,6.668392,5.6000000000000006e-05,-5.6000000000000006e-05,0.0199,0.0024,-0.0024,20.2,8.0,-8.0,,,,553.0,,,4214.0,,,4.76,,,,,,0.5,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2454970.434,0.0031,-0.0031,,,,,,,,,,,,,
7,8544996,K00913.01,Kepler-723 b,284.83047,0.0,18h59m19.31s,44.658138,0.0,+44d39m29.3s,15.725,,15.147,,14.972000000000001,,14.888,,13.949000000000002,0.026000000000000002,13.593,0.021,13.499,0.046,15.198,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),1289.4,,4.15,169.6367,5.9999999999999995e-05,-5.9999999999999995e-05,0.0,,,,,,9.96,,,0.047,,,0.03,0.18,-0.18,3.2244,,,,,,18075.0,,,4.0822769,8e-07,-8e-07,0.12133,0.00039,-0.00039,10.86,0.4,-0.4,,,,965.0,,,5463.0,,,4.61,,,,,,0.75,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455002.637,5.9999999999999995e-05,-5.9999999999999995e-05,,,,,,,,,,,,,
8,8552202,K00914.01,,288.72665,0.0,19h14m54.40s,44.60751,0.0,+44d36m27.0s,15.88,,15.329,,15.152999999999999,,15.075,,14.152999999999999,0.053,13.764000000000001,0.055999999999999994,13.648,0.057999999999999996,15.370999999999999,,q1_q6_kepler_candidates,Done,,CANDIDATE,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),19.0,,1.29,169.7412,0.0026,-0.0026,0.0,,,,,,1.59,,,0.045,,,0.57,0.1,-0.1,3.2262,,,,,,563.0,,,3.8866089999999995,3.2e-05,-3.2e-05,0.02131,0.00058,-0.00058,7.82,0.065,-0.065,,,,942.0,,,5479.0,,,4.66,,,,,,0.68,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455002.741,0.0026,-0.0026,,,,,,,,,,,,,
9,3247396,K00121.01,,294.46088,0.0,19h37m50.61s,38.383461,0.0,+38d23m00.5s,13.088,,12.71,,12.618,,12.589,,11.722999999999999,0.024,11.472000000000001,0.028999999999999998,11.437000000000001,0.021,12.759,,q1_q6_kepler_candidates,Done,,FALSE POSITIVE,FALSE POSITIVE,1,,,,,,,,,,,60.3,,,136.45332,,,,,,,,,,,,,,,,,,3.65,,,,,,386.0,,,8.811135499999999,,,,,,,,,,,,,,,6197.0,,,3.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,-2.8,,2.8,,,,,,,,APO Binary 1.2arcsecSW,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2454969.453,,,,,,,,,,,,,,,
10,8605074,K00915.01,,282.30602999999996,0.0,18h49m13.45s,44.714661,0.0,+44d42m52.8s,15.940999999999999,,15.463,,15.318,,15.265,,14.34,0.027000000000000003,13.992,0.032,14.003,0.044000000000000004,15.505,,q1_q6_kepler_candidates,Done,,FALSE POSITIVE,FALSE POSITIVE,1,,,,,,,,,,,1491.2,,,194.71306,,,,,,,,,,,,,,,,,,7.96,,,,,,59919.0,,,37.6016097,,,,,,,,,,,,,,,5876.0,,,4.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Binary,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455027.713,,,,,,,,,,,,,,,
11,8628973,K00916.01,Kepler-724 b,293.45482999999996,0.0,19h33m49.16s,44.792789,0.0,+44d47m34.0s,15.75,,15.075,,14.880999999999998,,14.770999999999999,,13.873,0.025,13.442,0.025,13.367,0.036000000000000004,15.142000000000001,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),91.4,,1.3,171.312,0.00061,-0.00061,0.0,,,,,,4.23,,,0.043,,,0.9,0.25,-0.25,1.9184,,,,,,1401.0,,,3.3149523000000003,6.7e-06,-6.7e-06,0.0414,0.0017,-0.0017,7.1,3.2,-3.2,,,,1113.0,,,5401.0,,,4.46,,,,,,0.94,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455004.312,0.00061,-0.00061,,,,,,,,,,,,,
12,8655354,K00917.01,,301.04956,0.0,20h04m11.89s,44.706299,0.0,+44d42m22.7s,15.695,,15.145999999999999,,14.948,,14.832,,13.934000000000001,0.03,13.55,0.036000000000000004,13.513,0.044000000000000004,15.172,,q1_q6_kepler_candidates,Done,,CANDIDATE,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),32.6,,1.23,173.3554,0.0021,-0.0021,0.0,,,,,,2.52,,,0.064,,,0.4,0.97,-0.97,2.2765,,,,,,844.0,,,6.719746000000001,4.1e-05,-4.1e-05,0.0268,0.008,-0.008,22.0,11.0,-11.0,,,,920.0,,,5681.0,,,4.45,,,,,,0.86,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455006.355,0.0021,-0.0021,,,,,,,,,,,,,
13,8672910,K00918.01,Kepler-725 b,283.97751,0.0,18h55m54.60s,44.811562,0.0,+44d48m41.6s,15.575,,14.925999999999998,,14.77,,14.632,,13.685,0.027000000000000003,13.283,0.026000000000000002,13.222000000000001,0.037000000000000005,15.011,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),590.8,,4.23,206.59675,0.00027,-0.00027,0.0,,,,,,10.29,,,0.21600000000000003,,,0.0,0.47,-0.47,6.5002,,,,,,15541.0,,,39.643231,3.4e-05,-3.4e-05,0.11152000000000001,0.00064,-0.00064,51.8,3.1,-3.1,,,,465.0,,,5321.0,,,4.52,,,,,,0.85,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455039.597,0.00027,-0.00027,,,,,,,,,,,,,
14,8686150,K00919.01,,290.63898,0.0,19h22m33.36s,44.806789,0.0,+44d48m24.4s,16.089000000000002,,15.565999999999999,,15.434000000000001,,15.369000000000002,,14.467,0.028999999999999998,14.213,0.040999999999999995,14.145,0.057,15.630999999999998,,q1_q6_kepler_candidates,Done,,FALSE POSITIVE,FALSE POSITIVE,1,,,,,,,,,,,2061.6,,,173.53598,,,,,,,,,,,,,,,,,,14.7,,,,,,67615.0,,,51.4258533,,,,,,,,,,,,,,,5953.0,,,4.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Binary,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455006.536,,,,,,,,,,,,,,,
15,8689031,K00920.01,Kepler-726 b,291.71732000000003,0.0,19h26m52.16s,44.88731,0.0,+44d53m14.3s,15.624,,15.026,,14.828,,14.74,,13.81,0.027999999999999997,13.380999999999998,0.031,13.329,0.043,15.067,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),40.5,,1.39,190.4969,0.0023,-0.0023,0.0,,,,,,2.4,,,0.14,,,0.71,0.99,-0.99,3.3299,,,,,,1158.0,,,21.80441,0.00014,-0.00014,0.0332,0.0081,-0.0081,38.0,18.0,-18.0,,,,512.0,,,5330.0,,,4.68,,,,,,0.66,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455023.497,0.0023,-0.0023,,,,,,,,,,,,,
16,8689373,K00921.01,Kepler-253 c,291.84198,0.0,19h27m22.08s,44.858089,0.0,+44d51m29.1s,16.239,,15.470999999999998,,15.229000000000001,,15.110999999999999,,14.055,0.027000000000000003,13.632,0.027999999999999997,13.534,0.048,15.532,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,3,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),43.4,,1.2,175.3398,0.0022,-0.0022,0.0,,,,,,2.66,,,0.08800000000000001,,,0.69,0.53,-0.53,3.6155,,,,,,1134.0,,,10.281925,6.8e-05,-6.8e-05,0.0324,0.0026,-0.0026,16.6,6.6,-6.6,,,,651.0,,,5046.0,,,4.62,,,,,,0.75,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455008.34,0.0022,-0.0022,,,,,,,,,,,,,
17,8689373,K00921.02,Kepler-253 d,291.84198,0.0,19h27m22.08s,44.858089,0.0,+44d51m29.1s,16.239,,15.470999999999998,,15.229000000000001,,15.110999999999999,,14.055,0.027000000000000003,13.632,0.027999999999999997,13.534,0.048,15.532,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,3,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),46.5,,1.27,182.6171,0.0024,-0.0024,0.0,,,,,,3.09,,,0.128,,,0.7,0.52,-0.52,4.3562,,,,,,1475.0,,,18.11978,0.00013000000000000002,-0.00013000000000000002,0.0376,0.003,-0.003,24.3,9.7,-9.7,,,,540.0,,,5046.0,,,4.62,,,,,,0.75,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455015.617,0.0024,-0.0024,,,,,,,,,,,,,
18,8689373,K00921.03,Kepler-253 b,291.84198,0.0,19h27m22.08s,44.858089,0.0,+44d51m29.1s,16.239,,15.470999999999998,,15.229000000000001,,15.110999999999999,,14.055,0.027000000000000003,13.632,0.027999999999999997,13.534,0.048,15.532,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,3,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),19.9,,1.13,133.2758,0.0033,-0.0033,0.0,,,,,,1.76,,,0.045,,,0.85,0.4,-0.4,1.9481,,,,,,417.0,,,3.784064,3.8e-05,-3.8e-05,0.0215,0.0018,-0.0018,8.5,3.4,-3.4,,,,911.0,,,5046.0,,,4.62,,,,,,0.75,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2454966.276,0.0033,-0.0033,,,,,,,,,,,,,
19,8826878,K00922.01,Kepler-727 b,294.84689,0.0,19h39m23.25s,45.034409000000004,0.0,+45d02m03.9s,16.014,,15.315999999999999,,15.087,,14.958,,13.987,0.023,13.593,0.023,13.432,0.038,15.365,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),40.2,,1.1,171.6414,0.002,-0.002,0.0,,,,,,2.13,,,0.054000000000000006,,,0.26,0.72,-0.72,2.8347,,,,,,665.0,,,5.154441,3.1e-05,-3.1e-05,0.0234,0.0018,-0.0018,13.8,5.6,-5.6,,,,912.0,,,5253.0,,,4.49,,,,,,0.84,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455004.641,0.002,-0.002,,,,,,,,,,,,,
20,8349582,K00122.01,Kepler-95 b,284.48245,0.0,18h57m55.79s,44.398041,0.0,+44d23m52.9s,12.777999999999999,,12.272,,12.161,,12.107000000000001,,11.21,0.021,10.867,0.019,10.800999999999998,0.017,12.345999999999998,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),105.5,,1.26,131.96866,0.0009199999999999999,-0.0009199999999999999,0.0,,,,,,2.78,,,0.102,,,0.83,0.14,-0.14,4.0638,,,,,,514.0,,,11.523063,2.8000000000000003e-05,-2.8000000000000003e-05,0.02342,0.0002,-0.0002,12.9,1.2,-1.2,,,,823.0,,,5714.0,,,4.39,,,,,,1.09,,,,,,,,,SME,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2454964.969,0.0009199999999999999,-0.0009199999999999999,,,,,,,,,,,,,
21,8883593,K00923.01,Kepler-728 b,291.09235,0.0,19h24m22.16s,45.115528000000005,0.0,+45d06m55.9s,16.058,,15.495,,15.323,,15.225999999999999,,14.384,0.038,13.994000000000002,0.046,13.937000000000001,0.049,15.543,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),52.4,,1.16,174.8975,0.0015,-0.0015,0.0,,,,,,3.0,,,0.062,,,0.64,0.43,-0.43,3.5347,,,,,,1143.0,,,5.743491000000001,2.7000000000000002e-05,-2.7000000000000002e-05,0.0324,0.0012,-0.0012,10.1,4.6,-4.6,,,,926.0,,,5669.0,,,4.56,,,,,,0.85,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455007.897,0.0015,-0.0015,,,,,,,,,,,,,
22,8951215,K00924.01,,291.20804,0.0,19h24m49.93s,45.244389,0.0,+45d14m39.8s,15.655999999999999,,15.17,,15.045,,14.985999999999999,,14.062000000000001,0.031,13.769,0.036000000000000004,13.713,0.042,15.229000000000001,,q1_q6_kepler_candidates,Done,,CANDIDATE,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),22.5,,0.94,173.3114,0.0035,-0.0035,0.0,,,,,,3.62,,,0.231,,,0.92,0.42,-0.42,2.616,,,,,,1007.0,,,39.47585,0.00043,-0.00043,0.0348,0.0044,-0.0044,55.0,21.0,-21.0,,,,533.0,,,5951.0,,,4.5,,,,,,0.95,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455006.3109999998,0.0035,-0.0035,,,,,,,,,,,,,
23,9016295,K00925.01,,289.72747999999996,0.0,19h18m54.60s,45.367661,0.0,+45d22m03.6s,15.663,,15.145,,15.025,,14.934000000000001,,14.045,0.026000000000000002,13.717,0.024,13.584000000000001,0.039,15.217,,q1_q6_kepler_candidates,Done,,FALSE POSITIVE,FALSE POSITIVE,1,,,,,,,,,,,1260.3,,,171.62935,,,,,,,,,,,,,,,,,,3.9,,,,,,38643.0,,,19.974483199999998,,,,,,,,,,,,,,,5819.0,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Binary,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455004.629,,,,,,,,,,,,,,,
24,9077124,K00926.01,Kepler-729 b,286.36011,0.0,19h05m26.43s,45.414291,0.0,+45d24m51.4s,16.092,,15.540999999999999,,15.392999999999999,,15.331,,14.470999999999998,0.032,14.027999999999999,0.04,14.085999999999999,0.06,15.603,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),92.0,,1.4,170.96571,0.00095,-0.00095,0.0,,,,,,3.58,,,0.043,,,0.09,0.49,-0.49,3.3168,,,,,,1524.0,,,3.1663528,9.699999999999999e-06,-9.699999999999999e-06,0.03514,0.00099,-0.00099,7.5,2.7,-2.7,,,,1180.0,,,5741.0,,,4.51,,,,,,0.93,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455003.966,0.00095,-0.00095,,,,,,,,,,,,,
25,9097120,K00927.01,,294.71768,0.0,19h38m52.24s,45.48576,0.0,+45d29m08.7s,15.897,,15.414000000000001,,15.263,,15.17,,14.300999999999998,0.03,13.950999999999999,0.038,13.89,0.045,15.453,,q1_q6_kepler_candidates,Done,,FALSE POSITIVE,FALSE POSITIVE,1,,,,,,,,,,,544.2,,,188.98183,,,,,,,,,,,,,,,,,,3.57,,,,,,20765.0,,,23.89965,,,,,,,,,,,,,,,5957.0,,,4.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,0.3,,0.9,,,,,,,,APO Binary; V-shaped,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455021.982,,,,,,,,,,,,,,,
26,9140402,K00928.01,,284.75943,0.0,18h59m02.26s,45.599129,0.0,+45d35m56.9s,15.793,,15.210999999999999,,15.019,,14.929,,13.945,0.025,13.542,0.027999999999999997,13.589,0.048,15.251,,q1_q6_kepler_candidates,Done,,CANDIDATE,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),32.2,,1.7,170.8557,0.0022,-0.0022,0.0,,,,,,2.56,,,0.035,,,0.97,0.29,-0.29,2.5908,,,,,,470.0,,,2.494155,1.9e-05,-1.9e-05,0.0275,0.0054,-0.0054,2.7,1.3,-1.3,,,,1212.0,,,5565.0,,,4.54,,,,,,0.85,,,,,,,,,SPC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455003.856,0.0022,-0.0022,,,,,,,,,,,,,
27,9141746,K00929.01,Kepler-730 b,285.55481000000003,0.0,19h02m13.15s,45.578860999999996,0.0,+45d34m43.9s,16.129,,15.582,,15.443,,15.437000000000001,,14.470999999999998,0.035,14.182,0.057999999999999996,14.102,0.049,15.649000000000001,,q1_q6_kepler_candidates,Done,,CONFIRMED,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,,,,,Mandel and Agol (2002 ApJ 580 171),374.9,,1.34,174.6333,0.00032,-0.00032,0.0,,,,,,8.88,,,0.07,,,0.39,0.25,-0.25,4.2273,,,,,,7238.0,,,6.4916717,5.7000000000000005e-06,-5.7000000000000005e-06,0.07831,0.00072,-0.00072,11.8,1.3,-1.3,,,,990.0,,,5820.0,,,4.44,,,,,,1.04,,,,,,,,,KIC,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,q1_q6_kepler_candidates,q1_q6_kepler_candidates,2455007.633,0.00032,-0.00032,,,,,,,,,,,,,
